年份,出售單位 發電案場,購買者,憑證種類,供電種類,憑證張數,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(大甲野寶),野寶科技股份有限公司,太陽能,轉供,1,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(雲林一期),台灣萊雅股份有限公司,太陽能,轉供,105,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(彰化有鴻),元太科技工業股份有限公司,太陽能,轉供,228,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(彰化有鴻),台灣萊雅股份有限公司,太陽能,轉供,92,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(彰化有鴻),大江生醫股份有限公司,太陽能,轉供,266,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(岡山融嘉泰TW190993),信義房屋股份有限公司,太陽能,轉供,132,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(岡山融嘉泰TW190993),元大商業銀行股份有限公司,太陽能,轉供,46,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(岡山融嘉泰TW190993),元大期貨股份有限公司,太陽能,轉供,27,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(岡山融嘉泰TW190993),元大證券股份有限公司,太陽能,轉供,190,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(屏南京沅鎢業),信義房屋股份有限公司,太陽能,轉供,53,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(屏南京沅鎢業),台灣萊雅股份有限公司,太陽能,轉供,160,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(屏南京沅鎢業),若水數位評價股份有限公司,太陽能,轉供,1,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(屏南京沅鎢業),辛達實業股份有限公司,太陽能,轉供,174,詳情
2022,瓦特先生股份有限公司得禾一能源股份有限公司(一德金屬TW190995),王道商業銀行股份有限公司,太陽能,轉供,6,詳情
2022,瓦特先生股份有限公司得禾能源股份有限公司(新營大昶貿易TW190997),元太科技工業股份有限公司,太陽能,轉供,1,詳情
2022,瓦特先生股份有限公司得禾二能源有限公司(台南女中TW190992),元大人壽保險股份有限公司,太陽能,轉供,9,詳情
2022,瓦特先生股份有限公司得禾二能源有限公司(台南女中TW190992),元大期貨股份有限公司,太陽能,轉供,3,詳情
2022,瓦特先生股份有限公司得禾二能源有限公司(台南女中TW190992),元大證券投資信託股份有限公司,太陽能,轉供,11,詳情
2022,瓦特先生股份有限公司得禾二能源有限公司(台南女中TW190992),元太科技工業股份有限公司,太陽能,轉供,13,詳情
2022,瓦特先生股份有限公司得禾二能源有限公司(台南女中TW190992),新加坡商克蘭詩股份有限公司台灣分公司,太陽能,轉供,1,詳情
2022,禾風風力發電股份有限公司(禾風風場一),台灣積體電路製造股份有限公司,風力能,轉供,2695,詳情
2022,立為風力發電股份有限公司(立為風場一),台灣積體電路製造股份有限公司,風力能,轉供,3316,詳情
2022,立為風力發電股份有限公司(立為風場二),台灣積體電路製造股份有限公司,風力能,轉供,8292,詳情
2022,立為風力發電股份有限公司(立為風場三),台灣積體電路製造股份有限公司,風力能,轉供,8565,詳情
2022,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),乾坤科技股份有限公司,水力能,轉供,3402,詳情
2022,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),台達電子工業股份有限公司,水力能,轉供,12071,詳情
2022,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),晶睿通訊股份有限公司,水力能,轉供,480,詳情
2022,花蓮綠能股份有限公司名間電力股份有限公司(名間電力股份有限公司 水力發電廠),財團法人亞洲大學,水力能,轉供,181,詳情
2022,觀威風力發電股份有限公司(觀音風力發電廠),台灣積體電路製造股份有限公司,風力能,轉供,54106,詳情
2022,豐威風力發電股份有限公司(豐威風場一),台灣積體電路製造股份有限公司,風力能,轉供,11410,詳情
2022,豐威風力發電股份有限公司(豐威風場二),台灣積體電路製造股份有限公司,風力能,轉供,6643,詳情
2022,通威風力發電股份有限公司(通威風場一),台灣積體電路製造股份有限公司,風力能,轉供,51828,詳情
